,NSC,ALogP,ALogp2,AMR,apol,nAtom,nHeavyAtom,nH,nC,ATS0m,ATS1m,ATS2m,ATS3m,ATS4m,ATS5m,ATS6m,ATS7m,ATS8m,ATS0v,ATS1v,ATS2v,ATS3v,ATS4v,ATS5v,ATS6v,ATS7v,ATS8v,ATS0e,ATS1e,ATS2e,ATS3e,ATS4e,ATS5e,ATS6e,ATS7e,ATS0p,ATS1p,ATS2p,ATS3p,ATS4p,ATS5p,ATS6p,ATS7p,ATS8p,ATS0i,ATS1i,ATS2i,ATS3i,ATS4i,ATS5i,ATS6i,ATS7i,ATS8i,ATS0s,ATS1s,ATS2s,ATS3s,ATS4s,ATS5s,ATS6s,ATS7s,AATS0m,AATS1m,AATS2m,AATS3m,AATS4m,AATS5m,AATS6m,AATS7m,AATS8m,AATS0v,AATS1v,AATS2v,AATS3v,AATS4v,AATS5v,AATS6v,AATS7v,AATS8v,AATS0e,AATS1e,AATS2e,AATS3e,AATS4e,AATS5e,AATS6e,AATS7e,AATS0p,AATS1p,AATS2p,AATS3p,AATS4p,AATS5p,AATS6p,AATS7p,AATS8p,AATS0i,AATS1i,AATS2i,AATS3i,AATS4i,AATS5i,AATS6i,AATS7i,AATS8i,AATS0s,AATS1s,AATS2s,AATS3s,AATS4s,AATS5s,AATS6s,AATS7s,ATSC0c,ATSC1c,ATSC2c,ATSC3c,ATSC4c,ATSC5c,ATSC6c,ATSC7c,ATSC8c,ATSC0m,ATSC1m,ATSC2m,ATSC3m,ATSC4m,ATSC5m,ATSC6m,ATSC7m,ATSC0v,ATSC1v,ATSC2v,ATSC3v,ATSC4v,ATSC5v,ATSC6v,ATSC7v,ATSC0e,ATSC1e,ATSC2e,ATSC3e,ATSC4e,ATSC5e,ATSC6e,ATSC7e,ATSC0p,ATSC1p,ATSC2p,ATSC3p,ATSC4p,ATSC5p,ATSC6p,ATSC7p,ATSC0i,ATSC1i,ATSC2i,ATSC3i,ATSC4i,ATSC5i,ATSC6i,ATSC7i,ATSC1s,ATSC2s,ATSC3s,ATSC4s,ATSC5s,ATSC6s,ATSC7s,AATSC0c,AATSC1c,AATSC2c,AATSC3c,AATSC4c,AATSC5c,AATSC6c,AATSC7c,AATSC8c,AATSC0m,AATSC1m,AATSC2m,AATSC3m,AATSC4m,AATSC5m,AATSC6m,AATSC7m,AATSC0v,AATSC1v,AATSC2v,AATSC3v,AATSC4v,AATSC5v,AATSC6v,AATSC7v,AATSC0e,AATSC1e,AATSC2e,AATSC3e,AATSC4e,AATSC5e,AATSC6e,AATSC7e,AATSC0p,AATSC1p,AATSC2p,AATSC3p,AATSC4p,AATSC5p,AATSC6p,AATSC7p,AATSC0i,AATSC1i,AATSC2i,AATSC3i,AATSC4i,AATSC5i,AATSC6i,AATSC7i,AATSC1s,AATSC2s,AATSC3s,AATSC4s,AATSC5s,AATSC6s,AATSC7s,MATS1c,MATS2c,MATS3c,MATS4c,MATS5c,MATS6c,MATS7c,MATS8c,MATS1m,MATS2m,MATS3m,MATS4m,MATS5m,MATS6m,MATS7m,MATS1v,MATS2v,MATS3v,MATS4v,MATS5v,MATS6v,MATS7v,MATS1e,MATS2e,MATS3e,MATS4e,MATS5e,MATS6e,MATS7e,MATS1p,MATS2p,MATS3p,MATS4p,MATS5p,MATS6p,MATS7p,MATS1i,MATS2i,MATS3i,MATS4i,MATS5i,MATS6i,MATS7i,GATS1c,GATS2c,GATS3c,GATS4c,GATS5c,GATS6c,GATS7c,GATS1m,GATS2m,GATS3m,GATS4m,GATS5m,GATS6m,GATS7m,GATS1v,GATS2v,GATS3v,GATS4v,GATS5v,GATS6v,GATS7v,GATS1e,GATS2e,GATS3e,GATS4e,GATS5e,GATS6e,GATS7e,GATS1p,GATS2p,GATS3p,GATS4p,GATS5p,GATS6p,GATS7p,GATS1i,GATS2i,GATS3i,GATS4i,GATS5i,GATS6i,GATS7i,SpAbs_DzZ,SpMax_DzZ,SpDiam_DzZ,SpAD_DzZ,SpMAD_DzZ,EE_DzZ,SM1_DzZ,VE1_DzZ,VE2_DzZ,VE3_DzZ,VR1_DzZ,VR2_DzZ,VR3_DzZ,SpAbs_Dzm,SpMax_Dzm,SpDiam_Dzm,SpAD_Dzm,SpMAD_Dzm,EE_Dzm,SM1_Dzm,VE1_Dzm,VE2_Dzm,VE3_Dzm,VR1_Dzm,VR2_Dzm,VR3_Dzm,SpAbs_Dzv,SpMax_Dzv,SpDiam_Dzv,SpAD_Dzv,SpMAD_Dzv,EE_Dzv,SM1_Dzv,VE1_Dzv,VE2_Dzv,VE3_Dzv,VR1_Dzv,VR2_Dzv,VR3_Dzv,SpAbs_Dze,SpMax_Dze,SpDiam_Dze,SpAD_Dze,SpMAD_Dze,EE_Dze,SM1_Dze,VE1_Dze,VE2_Dze,VE3_Dze,VR1_Dze,VR2_Dze,VR3_Dze,SpAbs_Dzp,SpMax_Dzp,SpDiam_Dzp,SpAD_Dzp,SpMAD_Dzp,EE_Dzp,SM1_Dzp,VE1_Dzp,VE2_Dzp,VE3_Dzp,VR1_Dzp,VR2_Dzp,VR3_Dzp,SpAbs_Dzi,SpMax_Dzi,SpDiam_Dzi,SpAD_Dzi,SpMAD_Dzi,EE_Dzi,SM1_Dzi,VE1_Dzi,VE2_Dzi,VE3_Dzi,VR1_Dzi,VR2_Dzi,VR3_Dzi,SpAbs_Dzs,SpMax_Dzs,SpDiam_Dzs,SpAD_Dzs,SpMAD_Dzs,EE_Dzs,SM1_Dzs,VE1_Dzs,VE2_Dzs,VE3_Dzs,VR1_Dzs,VR2_Dzs,VR3_Dzs,BCUTw_1l,BCUTw_1h,BCUTc_1l,BCUTc_1h,BCUTp_1l,BCUTp_1h,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsM,bpol,SC_3,VC_3,SPC_4,SPC_5,SPC_6,VPC_4,VPC_5,VPC_6,SP_0,SP_1,SP_2,SP_3,SP_4,SP_5,SP_6,SP_7,ASP_0,ASP_1,ASP_2,ASP_3,ASP_4,ASP_5,ASP_6,ASP_7,VP_0,VP_1,VP_2,VP_3,VP_4,VP_5,VP_6,VP_7,AVP_0,AVP_1,AVP_2,AVP_3,AVP_4,AVP_5,AVP_6,AVP_7,Sv,Sse,Spe,Sare,Sp,Si,Mv,Mse,Mpe,Mare,Mp,Mi,CrippenLogP,CrippenMR,SpMax_Dt,SpDiam_Dt,SpAD_Dt,SpMAD_Dt,EE_Dt,VE1_Dt,VE2_Dt,VE3_Dt,VR1_Dt,VR2_Dt,VR3_Dt,nHBa,nwHBa,ndssC,SHBa,SwHBa,SdssC,maxHBa,sumI,meanI,hmax,gmax,hmin,MAXDN,MAXDP,DELS,MAXDN2,MAXDP2,DELS2,ETA_Alpha,ETA_AlphaP,ETA_Epsilon_1,ETA_Epsilon_2,ETA_Epsilon_3,ETA_Epsilon_4,ETA_Epsilon_5,ETA_dEpsilon_A,ETA_dEpsilon_C,ETA_Psi_1,ETA_dPsi_A,ETA_Shape_P,ETA_Shape_Y,ETA_Beta,ETA_BetaP,ETA_Beta_s,ETA_BetaP_s,ETA_Beta_ns,ETA_BetaP_ns,ETA_dBeta,ETA_dBetaP,ETA_Eta,ETA_EtaP,ETA_Eta_R,ETA_Eta_L,ETA_EtaP_L,ETA_Eta_R_L,ETA_Eta_F_L,ETA_EtaP_F_L,ETA_Eta_B,ETA_EtaP_B,ETA_Eta_B_RC,ETA_EtaP_B_RC,FMF,fragC,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,IC0,IC1,IC2,IC3,IC4,IC5,TIC0,TIC1,TIC2,TIC3,TIC4,TIC5,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,MIC0,MIC1,MIC2,MIC3,MIC4,MIC5,ZMIC0,ZMIC1,ZMIC2,ZMIC3,ZMIC4,ZMIC5,Kier1,Kier2,Kier3,nAtomP,MLogP,McGowan_Volume,MDEC_22,MDEC_23,MDEC_33,MLFER_A,MLFER_BH,MLFER_BO,MLFER_S,MLFER_E,MLFER_L,MPC2,MPC3,MPC4,MPC5,MPC6,MPC7,MPC8,TPC,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,TpiPC,R_TpiPCTPC,PetitjeanNumber,nRing,nTRing,nRotB,RotBFrac,nRotBt,RotBtFrac,topoRadius,topoDiameter,topoShape,GGI1,GGI2,GGI3,GGI4,GGI5,JGI1,JGI2,JGI3,JGI4,JGI5,JGT,SpMax_D,SpDiam_D,SpAD_D,SpMAD_D,EE_D,VE1_D,VE2_D,VE3_D,VR1_D,VR2_D,VR3_D,TopoPSA,VABC,VAdjMat,MWC2,MWC3,MWC4,MWC5,MWC6,MWC7,MWC8,MWC9,MWC10,TWC,SRW2,SRW4,SRW6,SRW8,SRW10,TSRW,MW,AMW,WTPT_1,WTPT_2,WTPT_3,WPATH,WPOL,XLogP,Zagreb
1,1,0.50621331,0.000271566,0.044800672,0.035762514,0.02826087,0.035087719,0.025104603,0.04375,0.009217189,0.011056061,0.014647783,0.010878197,0.006388656,0.003493343,2.82E-05,0,0,0.042465379,0.041243777,0.036577489,0.028877977,0.015452391,0.004928161,0.000397614,0,0,0.036597282,0.035144847,0.031043892,0.024453268,0.019710259,0.008819155,0.001818956,0,0.009309968,0.021855653,0.02315311,0.026853158,0.015375266,0.005324291,0.000784408,0,0,0.034447613,0.033138209,0.029515682,0.021940198,0.01904208,0.008801461,0.002311882,0,0,0.038215676,0.037434101,0.023755275,0.021532695,0.023902015,0.020294935,0.006252442,0.030331234,0.007148024,0.01375181,0.024789608,0.02215929,0.011978729,0.004657546,0.000396996,0,0,0.136434833,0.267794019,0.331677679,0.264740658,0.165759791,0.109156459,0.043362187,0,0,0.650528675,0.692729682,0.57631089,0.615231655,0.600794659,0.577208773,0.483342734,0,0.004174758,0.043711307,0.100123916,0.088185606,0.060922628,0.057610915,0.038866123,0,0,0.646361404,0.594562469,0.731469617,0.661138058,0.708242119,0.671211564,0.762997347,0,0,0.155943109,0.244907407,0.064959491,0.161587748,0.255208333,0.285416667,0.2125,0.160594579,1.45E-05,0.999985318,0.264422652,0.596917201,0.288135336,0.754578948,0.460795115,0.427088663,0.53227761,0.004044239,0.248877035,0.56752366,0.530293983,0.716555791,0.692939836,0.57157078,0.798525666,0.038300992,0.362470774,0.529683848,0.422546579,0.478588405,0.483662936,0.38603892,0.59069719,0.027060664,0.76540215,0.421471662,0.437941911,0.463237135,0.478258273,0.422027616,0.412644721,0.001645497,0.702151191,0.24995903,0.605698071,0.568219733,0.663894438,0.681604919,0.813430198,0.025343393,0.507137016,0.357994896,0.544857663,0.547354708,0.489922885,0.553200714,0.590985648,0.647445462,0.126797999,0.204103132,0.309051778,0.355953508,0.366555631,0.384088259,2.29E-05,0.999987328,0.289474352,0.532739193,0.085950498,0.747910364,0.582701033,0.439212034,0.51786175,0.005870065,0.727341432,0.399741901,0.578801942,0.469612364,0.48726618,0.776671395,0.739499194,0.056039359,0.555195907,0.30750098,0.182178624,0.225188269,0.51729263,0.803201945,0.557200056,0.06219924,0.93656699,0.204638414,0.6269135,0.24850623,0.606183072,0.479856742,0.429482574,0.000853053,0.350353937,0.059187881,0.091036994,0.361915076,0.540350263,0.295492345,0.411515185,0.102684619,0.723376173,0.184196329,0.449595201,0.647908332,0.447823039,0.466839131,0.454558588,0.663683779,0.080601909,0.347098877,0.203148018,0.399466684,0.326560539,0.307947969,0.503236456,0.404211046,0.589416169,0.269297346,0.655097107,0.217092826,0.438888555,0.42930971,0.510313638,0.505061295,0.473514682,0.524946904,0.350927511,0.718150917,0.511271116,0.598393183,0.330452768,0.372189835,0.283997003,0.401673491,0.638782912,0.417867303,0.581669833,0.276220766,0.497798974,0.306806461,0.633874024,0.360273158,0.309873683,0.582766252,0.369690466,0.367041858,0.4305252,0.456417829,0.794711602,0.533186466,0.589171537,0.251789285,0.476500613,0.333343296,0.661642095,0.718053026,0.267890802,0.242139448,0.161318267,0.272989587,0.3712926,0.099663252,0.007470963,0,0.15800918,0.146656742,0.249362533,0.356968638,0.17625638,0,0,0.25056091,0.279248055,0.324115429,0.294172638,0.178009779,0,0,0.154001531,0.213269791,0.402287759,0.518692957,0.271514093,0,0,0.221679748,0.224767426,0.314398757,0.248184938,0.074247488,0,0,0.268449084,0.274323179,0.335105468,0.339284831,0.116616342,0,0,0.002465703,0.00250662,0.002248881,0.002495545,0.052751165,0.020509663,0.11974931,0.022818899,0.054058301,0.992381424,4.83E-07,4.64E-06,0.010394596,0.002465405,0.002506196,0.002248486,0.002495151,0.05273059,0.020511364,0.066936407,0.022457521,0.052376413,0.992629691,4.83E-07,4.64E-06,0.010395894,0.00207898,0.002032358,0.001827046,0.00206553,0.039479531,0.022038517,0.868680364,0.004913556,0.011102357,0.992016049,8.85E-07,8.50E-06,0.012167788,0.002459187,0.002499859,0.002243548,0.002488938,0.052696113,0.020513149,0.210976035,0.031803366,0.025305594,0.992665928,4.83E-07,4.64E-06,0.010397261,0.002088748,0.001971664,0.001801852,0.002054413,0.033058735,0.023691297,0.919327782,0.005081168,0.012516796,0.990360336,1.04E-06,8.35E-06,0.012649255,0.002644396,0.002674046,0.002404451,0.00266533,0.051134391,0.020688104,0.260871706,0.027143011,0.088339268,0.992323784,5.11E-07,5.05E-06,0.010556811,0.00238916,0.002461659,0.001912815,0.002406333,0.009090592,0.020901871,0.363263693,0.045730289,0.108997172,0.983685434,1.15E-06,1.07E-05,0.012935267,0.62636843,0.115992092,0.978912772,0.010677392,0.382777544,0.372295363,0.038135593,0.033492823,0.029023747,0.029023747,0.025773196,0.06779661,0.06779661,0.06779661,0.021692606,0.025192798,0.001539222,0.031111462,0.020234319,0.017189334,0.000489714,0.000160351,4.39E-05,0.040145162,0.038760157,0.039728299,0.037275654,0.028260418,0.024906908,0.013754833,0.0022669,0.820061505,0.659711347,0.456412916,0.440056341,0.395275515,0.380457189,0.407676019,0.544331054,0.03648112,0.031349496,0.00837744,0.002108867,0.000499716,0.000121949,1.77E-05,8.29E-07,0.198621961,0.041791796,0.020132327,0.009084348,0.001998865,0.000365848,9.88E-05,2.49E-05,0.041961226,0.036737758,0.036955844,0.036825397,0.040534825,0.035619661,0.453043818,0.804688695,0.765580291,0.758591475,0.1161327,0.806539175,0.606035488,0.052070603,0.004760342,0.004719468,0.003843716,0.047832906,0.051067329,0.02706541,0.003830002,0.989912604,1.18E-06,4.93E-06,0.014995712,0.020408163,0.066666667,0.053571429,0.03520121,0.514780933,0.774060228,0.548158012,0.036945532,0.435613983,0.140927256,0.512265459,0.565920395,0.107014553,0.264063135,0.017587468,0.113956363,0.266662061,0.017960821,0.039135871,0.150497856,0.750940266,0.713136077,0.899360757,0.725403313,0.831815555,0.74878163,0.276980231,8.92E-05,0.001333891,0.358748991,0.456429957,0.052318668,0.679011111,0.033840948,0.444448,0.070175439,0.529552874,0.824200913,0.689794801,0.005687689,0.142528623,0.007741273,0.024962938,0.133243462,0.038760176,0.13299537,0.94101918,0.041312172,0.242788887,0.038691788,0.23624325,0.4,0.001114538,0.022727273,0.02020202,0.025316456,0.022727273,0.53981299,0.499614304,0.483626077,0.474908131,0.476512362,0.457786094,0.030747816,0.02705777,0.021201928,0.019548124,0.019069215,0.019063339,0.365885162,0.688334204,0.769470978,0.850607753,0.884735489,0.884735489,0.350774871,0.217369881,0.187044108,0.136053684,0.103925496,0.092698146,0.168255378,0.399424327,0.70769544,0.815048535,0.836826495,0.82658309,0.088190486,0.144079201,0.167292319,0.18143625,0.182256275,0.18604077,0.044403489,0.067703997,0.066836606,0.062920712,0.06436486,0.065910236,0.033270268,0.022746734,0.019888806,0.074074074,0.196629213,0.023118074,0.035647169,0.063446353,0.019533898,0.15464679,0.079230435,0.097233782,0.088045451,0.133029376,0.032503966,0.035820896,0.013626834,0.004086765,0.001409018,0.000247779,1.43E-05,0,9.60E-05,0.468648211,0.503613541,0.513139521,0.459692777,0.44231605,0.366390229,0.196567406,0,0.364824955,0.111885692,0.4004004,0.029411765,0.000102291,0,0,0.00621118,0.111111111,3.00E-06,5.00E-09,0.000667333,0.03968254,0.0375,0.020189432,0.01975466,0,0.217717718,0.251428571,0.151318681,0.370394955,0,0.312542056,2.90E-10,2.07E-10,2.90E-10,2.84E-09,0.026051435,0.002693323,0.002584292,0.932383349,8.64E-07,5.15E-06,0.012091252,0.02470172,0.039248514,0.404368235,0.535905499,0.558120579,0.549807251,0.541563015,0.537048421,0.532446229,0.529621617,0.526644097,0.524725308,0.142859508,0.478063546,0.562007794,0.541863964,0.529083546,0.522220753,0.509116736,0.036412094,0.089763172,0.039379453,0.78242546,0.022829164,1.93E-11,0.026385224,0.303869654,0.037634409
2,17,0.433177297,0.016639286,0.105723477,0.126758307,0.126086957,0.096491228,0.154811715,0.13125,0.021230772,0.028988648,0.034094394,0.027368441,0.028326374,0.037370053,0.031547718,0.027540955,0.024544719,0.124457028,0.132439114,0.12092401,0.109014648,0.095017416,0.082611305,0.068809882,0.057625505,0.050867592,0.131510459,0.13539546,0.135898432,0.128574927,0.115759807,0.098660254,0.090629688,0.073929738,0.030484444,0.076886462,0.089844897,0.124401339,0.110324648,0.096166306,0.082823274,0.06984939,0.060905693,0.144037801,0.137483406,0.142284777,0.137195657,0.125081847,0.106173112,0.097150746,0.081352722,0.069146667,0.04312912,0.088861763,0.052444135,0.044959626,0.052740316,0.049898372,0.037123877,0.058751184,0.00411617,0.009014204,0.012364426,0.009467071,0.008016898,0.003907774,0.009434012,0.005935261,0.007194732,0.099965397,0.214980324,0.234967674,0.169709194,0.153851177,0.143513864,0.159662194,0.142876114,0.225049914,0.584410364,0.667184962,0.540615298,0.549319081,0.532605487,0.506451652,0.51239592,0.442545615,0.003417444,0.038443231,0.083255919,0.069373567,0.06598461,0.081612319,0.087313964,0.064404888,0.115733643,0.675667102,0.616678417,0.75560553,0.70203477,0.702224163,0.635051589,0.682190502,0.544061176,0.543179419,0.043998234,0.145341435,0.030730717,0.103657485,0.221422956,0.22183415,0.221276596,0.181995212,2.24E-05,0.999979837,0.264423811,0.596899662,0.288147923,0.754596341,0.460764114,0.427103388,0.532277612,0.01377567,0.248415364,0.563531364,0.533041037,0.718229792,0.693663193,0.568125995,0.79885293,0.160162855,0.376453838,0.463303829,0.445024872,0.473717887,0.479434402,0.373865411,0.594980129,0.024729518,0.759539637,0.42080458,0.450331987,0.476896808,0.479981664,0.415922021,0.412497561,0.006300829,0.70330408,0.245520743,0.607235688,0.567012858,0.662407374,0.680493792,0.81390186,0.095269301,0.521809293,0.328774257,0.545435172,0.539824503,0.484752757,0.552583819,0.592082525,0.649078338,0.130364208,0.217483264,0.326332401,0.355311532,0.361062795,0.383585077,8.85E-06,0.9999925,0.289470828,0.532726068,0.085979265,0.747860365,0.582672884,0.439215778,0.51786175,0.00499872,0.727272514,0.397854794,0.582598123,0.473156405,0.487507993,0.765343017,0.739592828,0.058584799,0.559470213,0.251178877,0.215121301,0.261566629,0.507855264,0.579835433,0.558706425,0.014210269,0.935170799,0.202243654,0.654634996,0.292683801,0.584609968,0.43678659,0.429383516,0.000816614,0.350479667,0.058707196,0.091816996,0.362857569,0.538039924,0.279909481,0.411646332,0.096501403,0.731182942,0.16856114,0.477751531,0.655586397,0.414140318,0.400197245,0.455113068,0.677855291,0.075708627,0.369010188,0.249223474,0.366073845,0.289443678,0.30772461,0.468821517,0.390513282,0.524967209,0.410108128,0.597913636,0.178009412,0.448610927,0.429310611,0.50225287,0.362376973,0.622575857,0.623773007,0.3581364,0.484137562,0.513071278,0.614112721,0.230678769,0.54357314,0.343326681,0.392728125,0.417093867,0.419524581,0.535989741,0.271914134,0.590378714,0.423599957,0.586807428,0.304734578,0.309373,0.610261246,0.271799489,0.533059878,0.476987684,0.416488994,0.579777495,0.535101646,0.633461392,0.195415277,0.597478545,0.361663313,0.578354654,0.47512973,0.269154238,0.333550382,0.139773405,0.208375624,0.220225802,0.086432321,0.198977211,0.098964883,0.302881008,0.278906788,0.211104454,0.24696849,0.129947064,0.101069642,0.090580036,0.355647991,0.42992894,0.275245034,0.26350055,0.186891051,0.149775034,0.135741584,0.365174858,0.219857435,0.265139786,0.241347388,0.163255221,0.160615478,0.074784851,0.288508341,0.309993633,0.26126312,0.249975818,0.106808407,0.109774759,0.099324263,0.349304846,0.372965641,0.282473971,0.34575513,0.178025426,0.171525964,0.233065437,0.026670958,0.026655777,0.027595111,0.026659736,0.220514523,0.218102815,0.116391853,0.183591245,0.17019012,0.99271585,3.33E-06,1.25E-05,0.041018066,0.026664586,0.026649437,0.027588292,0.026653399,0.220410948,0.218105921,0.063439707,0.180886031,0.16507969,0.99295453,3.33E-06,1.25E-05,0.041018514,0.020424902,0.020410085,0.02092699,0.020423886,0.152754354,0.221323197,0.870562617,0.250472538,0.221459365,0.99450101,3.59E-06,1.35E-05,0.041582861,0.026594826,0.026580755,0.027526028,0.026585457,0.220253765,0.218114255,0.207006694,0.256431804,0.079841745,0.992990386,3.33E-06,1.25E-05,0.0410197,0.018668439,0.018644868,0.019024533,0.018661839,0.117508074,0.224034706,0.924678763,0.142330503,0.137196257,0.991901057,3.96E-06,1.24E-05,0.042317856,0.028202236,0.028191041,0.029253537,0.028194081,0.211657973,0.21810362,0.262920101,0.249503853,0.317751566,0.992816032,3.33E-06,1.29E-05,0.041019517,0.027411228,0.028364952,0.025653448,0.027530511,0.040697277,0.24084587,0.36183785,0.178494952,0.166476102,0.983380808,2.85E-06,1.03E-05,0.039837946,0.62584207,0.115984857,0.973818888,0.007421895,0.418762129,0.428740778,0.097457627,0.141148325,0.150395778,0.150395778,0.103092784,0.050847458,0.050847458,0.050847458,0.101840124,0.022904617,0.001474695,0.028819721,0.022860039,0.020734812,0.000562698,0.000241712,7.93E-05,0.098133678,0.103736255,0.089112946,0.082141013,0.069637629,0.064103453,0.054019102,0.039782841,0.784415135,0.690897564,0.472505265,0.450223736,0.422072835,0.41541436,0.415089255,0.415335189,0.109518998,0.116226894,0.029886965,0.008602189,0.002524611,0.000785669,0.000224444,7.15E-05,0.233326056,0.060629191,0.033149147,0.017204377,0.004375992,0.000999943,0.000324196,9.32E-05,0.135612645,0.140045571,0.137797654,0.137211233,0.14447742,0.145736998,0.366043109,0.766875096,0.713656871,0.706626953,0.103482333,0.824983964,0.700990945,0.137133682,0.025174308,0.029121602,0.020326875,0.098983043,0.270061394,0.051590415,0.002856722,0.984035742,5.83E-06,9.51E-06,0.052261644,0.020408163,0.066666667,0.053571429,0.028952436,0.523909436,0.782212303,0.489048158,0.060207534,0.27778283,0.123594436,0.457026029,0.506737704,0.081180119,0.25341132,0.014018239,0.086446103,0.25590541,0.014315824,0.105510446,0.158771077,0.690876672,0.676773601,0.899360757,0.685307744,0.770968554,0.688193881,0.317419738,8.93E-05,0.000465962,0.140668042,0.169297478,0.078478002,0.39855,0.081218274,0.417392,0.052631579,0.155409753,0.746575342,0.468226899,0.037347945,0.366223456,0.02588762,0.127858254,0.267053114,0.103736528,0.126806305,0.811384789,0.036107748,0.146994632,0.034330469,0.094433016,0.1,0.002846339,0.022727273,0.02020202,0.025316456,0.022727273,0.43695015,0.437262905,0.48433431,0.507366362,0.536123858,0.551499163,0.099554941,0.094723942,0.084931906,0.083536665,0.085819062,0.091863126,0.19588703,0.39845515,0.509682935,0.601054323,0.658380156,0.704965774,0.672520152,0.634316364,0.60148266,0.549317816,0.465690374,0.358736458,0.096790118,0.248436719,0.503680834,0.618826694,0.669113645,0.707688731,0.066694517,0.110869017,0.131463584,0.143195153,0.152123079,0.162483417,0.120873522,0.16692589,0.164002773,0.150337231,0.136742182,0.12450059,0.098454678,0.119925087,0.130999468,0.074074074,0.275280899,0.074150534,0.602132109,0.100505792,0.019533898,0.207695407,0.077160888,0.09623011,0.098164459,0.150689675,0.084813856,0.07761194,0.029350105,0.009430997,0.003321256,0.000955718,0.000328206,0.000152198,0.000342896,0.585280219,0.58385114,0.566319522,0.51862573,0.493987576,0.421870236,0.358502765,0.334945198,0.437569891,0.064972334,0.5005005,0.029411765,0.000102291,0.101449275,0.662801932,0.105590062,0.739130435,9.00E-06,1.80E-08,0.001001,0.03968254,0.0375,0.024675972,0.029313366,0.012942731,0.08519389,0.116043956,0.073978022,0.104689204,0.042397661,0.159919101,2.45E-09,1.96E-09,2.45E-09,9.36E-09,0.226769965,0.02693648,0.010113666,0.932426797,7.69E-06,1.79E-05,0.050031195,0.033463812,0.113790507,0.577043547,0.654724534,0.656643082,0.626467551,0.604411767,0.588998099,0.576928013,0.567905504,0.560529762,0.55478562,0.204220995,0.625115761,0.67061986,0.607649993,0.571015524,0.550811306,0.540224713,0.095265764,0.058712341,0.102885046,0.799908338,0.02317145,4.11E-10,0.065963061,0.429569284,0.08781362
